Motivo;Severidade;Duração
Falha na transmissão causada por queda de fibra ótica, duplo rompimento na rede longa distancia no segmento hub da cidade sao paulo no provedor B, Rompimento nos trecho entre os trechos ['span7', 'span10'];4.91909305038515;205.74737514948092
Falha operacional ocasionada por suspensão de energia, que atingiu o repetidor e afetou 181 sites de acesso da cidade e região;2.7284629906977504;134.07518565320765
Instabilidade na infraestrutura ocasionada por queda de equipamento;3.625921193243;151.17989346617887
Instabilidade na transmissão ocasionada por queda de energia, que atingiu o hub e afetou 34 sites de acesso da cidade e região;0.9999078285092092;174.71961552627906
Interrupção na transmissão devido a interrupção de fibra ótica, triplo rompimento na rede metropolitana no segmento hub da cidade belem no provedor E, Rompimento nos trecho entre os trechos ['span8', 'span12', 'span5'];8.834490491781203;304.1880697702647
Problema operacional devido a queda de roteador;0.5920978612498522;306.5339852511551
Problema na transmissão provocada por vandalismo de equipamento;1.6475432540568051;302.23643421529226
Falha na infraestrutura ocasionada por interrupção de fibra ótica, triplo rompimento na rede metropolitana no segmento abordagem da cidade salvador no provedor E, Rompimento nos trecho entre os trechos ['span10', 'span9', 'span8'];4.388711928595552;306.53252602305207
Interrupção na transmissão devido a paralisação de equipamento;3.2764292544686886;317.69853216732537
Problema na infraestrutura causada por paralisação de fibra ótica, triplo rompimento na rede longa distancia no segmento anel da cidade sao paulo no provedor E, Rompimento nos trecho entre os trechos ['span12', 'span7', 'span8'];1.4760931107841646;324.9552586329716
Instabilidade na infraestrutura devido a interrupção de climatização, que atingiu o repetidor e afetou 96 sites de acesso da cidade e região;1.7459354367136095;243.7018882715135
Interrupção na infraestrutura ocasionada por paralisação de fibra ótica, simples rompimento na rede regional no segmento abordagem da cidade sao paulo no provedor D, Rompimento nos trecho entre os trechos ['span12'];2.895186110768453;95.01771526339209
Falha na transmissão provocada por queda de fibra ótica, duplo rompimento na rede metropolitana no segmento repetidor da cidade macapa no provedor D, Rompimento nos trecho entre os trechos ['span8', 'span2'];1.8727197349985345;209.43925062222073
Interrupção na infraestrutura ocasionada por suspensão de fibra ótica, simples rompimento na rede metropolitana no segmento hub da cidade aracaju no provedor E, Rompimento nos trecho entre os trechos ['span3'];3.9557532677633414;109.57713129075495
Problema na transmissão ocasionada por vandalismo de fibra ótica, duplo rompimento na rede longa distancia no segmento repetidor da cidade joao pessoa no provedor D, Rompimento nos trecho entre os trechos ['span10', 'span12'];3.6488503621621824;211.29220873093007
Problema operacional causada por paralisação de fibra ótica, triplo rompimento na rede metropolitana no segmento hub da cidade salvador no provedor B, Rompimento nos trecho entre os trechos ['span4', 'span5', 'span12'];2.106769640230219;315.79184082844773
Problema na infraestrutura causada por suspensão de energia, que atingiu o anel e afetou 75 sites de acesso da cidade e região;0.7489577220696233;188.7968865763874
Interrupção na infraestrutura devido a suspensão de fibra ótica, triplo rompimento na rede longa distancia no segmento anel da cidade belo horizonte no provedor E, Rompimento nos trecho entre os trechos ['span6', 'span10', 'span5'];3.0114475507582568;304.7536538359438
Falha operacional provocada por vandalismo de energia, que atingiu o repetidor e afetou 166 sites de acesso da cidade e região;1.9690552360657037;152.333365943618
Instabilidade na infraestrutura ocasionada por paralisação de fibra ótica, triplo rompimento na rede longa distancia no segmento hub da cidade cuiaba no provedor B, Rompimento nos trecho entre os trechos ['span5', 'span6', 'span2'];1.5145962523291052;306.1001528980567
Falha operacional ocasionada por suspensão de energia, que atingiu o anel e afetou 118 sites de acesso da cidade e região;0.9276727608444477;146.20942584307372
Instabilidade operacional ocasionada por interrupção de energia, que atingiu o anel e afetou 36 sites de acesso da cidade e região;1.4614478941787834;194.13858698305785
Falha operacional causada por suspensão de roteador;1.4567864727323134;147.8509696222556
Problema na infraestrutura causada por vandalismo de fibra ótica, duplo rompimento na rede longa distancia no segmento repetidor da cidade recife no provedor B, Rompimento nos trecho entre os trechos ['span5', 'span10'];3.297890892050364;209.97384385368562
Instabilidade operacional ocasionada por paralisação de fibra ótica, triplo rompimento na rede metropolitana no segmento abordagem da cidade campo grande no provedor C, Rompimento nos trecho entre os trechos ['span7', 'span1', 'span6'];4.6170577273477935;307.9543090034988
Instabilidade na infraestrutura causada por suspensão de roteador;0.7224438275706426;306.03740522351313
Instabilidade operacional causada por interrupção de fibra ótica, duplo rompimento na rede metropolitana no segmento repetidor da cidade recife no provedor C, Rompimento nos trecho entre os trechos ['span8', 'span9'];3.55384864975653;218.18589621109206
Falha na transmissão provocada por queda de fibra ótica, triplo rompimento na rede metropolitana no segmento abordagem da cidade belo horizonte no provedor D, Rompimento nos trecho entre os trechos ['span6', 'span1', 'span5'];0.2441974321839684;305.640693795049
Instabilidade operacional causada por queda de energia, que atingiu o abordagem e afetou 65 sites de acesso da cidade e região;1.2553267081591541;166.48691507089364
Falha na infraestrutura provocada por vandalismo de energia, que atingiu o agregador e afetou 74 sites de acesso da cidade e região;1.1066532674223608;189.1875244746
Instabilidade operacional provocada por vandalismo de climatização, que atingiu o anel e afetou 143 sites de acesso da cidade e região;1.7446688411653253;249.80719618578587
Falha operacional ocasionada por paralisação de fibra ótica, triplo rompimento na rede metropolitana no segmento agregador da cidade florianopolis no provedor E, Rompimento nos trecho entre os trechos ['span11', 'span3', 'span11'];3.559133860941226;328.4244849021715
Instabilidade na transmissão provocada por queda de energia, que atingiu o agregador e afetou 184 sites de acesso da cidade e região;1.8304726195673973;166.1122751905037
Interrupção na infraestrutura provocada por paralisação de equipamento;6.828875247027832;185.3786764890008
Instabilidade na transmissão provocada por vandalismo de energia, que atingiu o agregador e afetou 62 sites de acesso da cidade e região;0.025024649646482322;142.6200341764926
Interrupção operacional causada por interrupção de fibra ótica, duplo rompimento na rede metropolitana no segmento anel da cidade macapa no provedor B, Rompimento nos trecho entre os trechos ['span4', 'span9'];1.6704862188501712;223.53697380526071
Instabilidade operacional causada por suspensão de fibra ótica, simples rompimento na rede metropolitana no segmento agregador da cidade campo grande no provedor C, Rompimento nos trecho entre os trechos ['span6'];5.496773123030652;108.57281549965212
Interrupção operacional provocada por interrupção de fibra ótica, triplo rompimento na rede metropolitana no segmento abordagem da cidade cuiaba no provedor E, Rompimento nos trecho entre os trechos ['span1', 'span6', 'span4'];6.026027875714382;327.95617158514915
Problema operacional causada por queda de fibra ótica, duplo rompimento na rede metropolitana no segmento repetidor da cidade belem no provedor A, Rompimento nos trecho entre os trechos ['span1', 'span3'];1.0148603272307088;215.35315631385095
Problema operacional provocada por interrupção de energia, que atingiu o hub e afetou 85 sites de acesso da cidade e região;1.221549756418285;131.7543821192623
Falha operacional provocada por suspensão de fibra ótica, duplo rompimento na rede longa distancia no segmento anel da cidade cuiaba no provedor E, Rompimento nos trecho entre os trechos ['span2', 'span6'];2.91244613545016;211.2036735948612
Falha na transmissão provocada por vandalismo de fibra ótica, triplo rompimento na rede regional no segmento hub da cidade joao pessoa no provedor B, Rompimento nos trecho entre os trechos ['span12', 'span2', 'span11'];1.7208399166575992;313.1718350585934
Problema na infraestrutura ocasionada por queda de fibra ótica, duplo rompimento na rede longa distancia no segmento agregador da cidade recife no provedor C, Rompimento nos trecho entre os trechos ['span8', 'span2'];3.636837182549073;212.11850270124623
Falha na transmissão ocasionada por interrupção de fibra ótica, triplo rompimento na rede regional no segmento agregador da cidade sao paulo no provedor C, Rompimento nos trecho entre os trechos ['span11', 'span7', 'span12'];2.468673348631481;307.57165710942684
Falha operacional causada por queda de fibra ótica, triplo rompimento na rede metropolitana no segmento agregador da cidade palmas no provedor C, Rompimento nos trecho entre os trechos ['span9', 'span10', 'span10'];3.0124650669399555;308.0928337840341
Falha operacional provocada por interrupção de energia, que atingiu o repetidor e afetou 32 sites de acesso da cidade e região;2.137636524581668;146.9696984893142
Problema na infraestrutura ocasionada por suspensão de fibra ótica, simples rompimento na rede regional no segmento anel da cidade florianopolis no provedor D, Rompimento nos trecho entre os trechos ['span1'];4.5109530659196695;88.21915614246875
Interrupção na infraestrutura ocasionada por suspensão de fibra ótica, duplo rompimento na rede longa distancia no segmento anel da cidade salvador no provedor B, Rompimento nos trecho entre os trechos ['span9', 'span11'];4.976668487481679;212.29777044756483
Falha na transmissão causada por paralisação de roteador;0.1756948018758423;216.85860563156754
Instabilidade operacional causada por vandalismo de fibra ótica, duplo rompimento na rede metropolitana no segmento anel da cidade salvador no provedor A, Rompimento nos trecho entre os trechos ['span10', 'span7'];4.126540939765221;211.38282789279958
Falha na infraestrutura devido a paralisação de energia, que atingiu o anel e afetou 125 sites de acesso da cidade e região;0.5239625430006316;136.0057832511766
Instabilidade na infraestrutura provocada por queda de fibra ótica, duplo rompimento na rede regional no segmento agregador da cidade teresina no provedor C, Rompimento nos trecho entre os trechos ['span3', 'span4'];3.7602485336631424;217.61790012491676
Problema operacional devido a queda de roteador;1.642991830671566;216.86204186545726
Interrupção operacional provocada por queda de fibra ótica, triplo rompimento na rede regional no segmento agregador da cidade macapa no provedor C, Rompimento nos trecho entre os trechos ['span1', 'span1', 'span6'];3.2963750508878586;303.2068397141207
Falha operacional ocasionada por suspensão de fibra ótica, triplo rompimento na rede regional no segmento agregador da cidade teresina no provedor C, Rompimento nos trecho entre os trechos ['span1', 'span8', 'span2'];1.8109668113226207;312.5284295575464
Interrupção operacional devido a vandalismo de fibra ótica, simples rompimento na rede regional no segmento repetidor da cidade rio de janeeiro no provedor D, Rompimento nos trecho entre os trechos ['span7'];7.9894293119149475;99.82089771858851
Interrupção na transmissão provocada por interrupção de fibra ótica, simples rompimento na rede regional no segmento agregador da cidade belem no provedor B, Rompimento nos trecho entre os trechos ['span6'];1.310231737551812;108.29204009788256
Instabilidade na transmissão devido a paralisação de fibra ótica, simples rompimento na rede regional no segmento repetidor da cidade cuiaba no provedor E, Rompimento nos trecho entre os trechos ['span6'];3.4267539703942016;110.72988359028892
Interrupção na infraestrutura causada por queda de roteador;4.752679739951834;106.95146747967071
Falha operacional provocada por vandalismo de energia, que atingiu o hub e afetou 85 sites de acesso da cidade e região;0.6105954221258157;139.95957840791883
Instabilidade na transmissão causada por paralisação de roteador;8.89062018624963;98.10067229132716
Instabilidade na transmissão causada por vandalismo de energia, que atingiu o repetidor e afetou 71 sites de acesso da cidade e região;3.3579593134673615;151.31415079471128
Problema na infraestrutura devido a queda de equipamento;1.9945253512382912;134.09068118257534
Interrupção na transmissão devido a paralisação de roteador;0.7055361752890804;146.36586344924152
Instabilidade operacional devido a interrupção de energia, que atingiu o anel e afetou 62 sites de acesso da cidade e região;2.1827725177379262;139.68840102035966
Problema na infraestrutura ocasionada por interrupção de energia, que atingiu o abordagem e afetou 20 sites de acesso da cidade e região;0.18731391179838253;134.3430508663998
Falha operacional provocada por interrupção de roteador;1.0435344251667766;170.767083920008
Instabilidade na infraestrutura provocada por interrupção de fibra ótica, triplo rompimento na rede metropolitana no segmento repetidor da cidade palmas no provedor B, Rompimento nos trecho entre os trechos ['span6', 'span9', 'span6'];1.7791425934782814;323.9056940211419
Instabilidade operacional ocasionada por queda de equipamento;1.7911092132290438;319.8418392822858
Falha na infraestrutura provocada por vandalismo de fibra ótica, simples rompimento na rede metropolitana no segmento agregador da cidade joao pessoa no provedor B, Rompimento nos trecho entre os trechos ['span2'];2.6000326619666927;110.29294905276488
Instabilidade na infraestrutura provocada por queda de fibra ótica, simples rompimento na rede metropolitana no segmento hub da cidade brasilia no provedor E, Rompimento nos trecho entre os trechos ['span3'];7.727371986723185;99.20250900712014
Interrupção na transmissão devido a paralisação de fibra ótica, duplo rompimento na rede regional no segmento agregador da cidade belo horizonte no provedor C, Rompimento nos trecho entre os trechos ['span6', 'span10'];4.970040918791419;204.8528939264371
Falha na transmissão ocasionada por paralisação de fibra ótica, simples rompimento na rede regional no segmento hub da cidade cuiaba no provedor B, Rompimento nos trecho entre os trechos ['span11'];2.549492709660723;101.21575031185945
Instabilidade operacional devido a vandalismo de energia, que atingiu o repetidor e afetou 76 sites de acesso da cidade e região;1.0259133408641432;140.88345212240557
Problema na infraestrutura ocasionada por vandalismo de energia, que atingiu o hub e afetou 44 sites de acesso da cidade e região;0.07405203917654368;200.0245786128924
Problema operacional ocasionada por interrupção de equipamento;0.9273244567231778;168.76147007782873
Problema na infraestrutura causada por interrupção de roteador;0.4674058392916748;124.63638455167249
Problema operacional devido a interrupção de fibra ótica, simples rompimento na rede longa distancia no segmento anel da cidade curitiba no provedor C, Rompimento nos trecho entre os trechos ['span8'];3.6925019161175205;103.8270864473232
Problema na transmissão ocasionada por vandalismo de roteador;0.34602308234187307;111.00949339445853
Interrupção na transmissão provocada por queda de fibra ótica, triplo rompimento na rede regional no segmento repetidor da cidade porto velho no provedor B, Rompimento nos trecho entre os trechos ['span3', 'span3', 'span11'];6.688097933029011;297.4138189219975
Falha na transmissão devido a interrupção de roteador;4.247057090204174;297.46369199956195
Interrupção operacional provocada por suspensão de climatização, que atingiu o hub e afetou 103 sites de acesso da cidade e região;1.8614850768324946;242.5250318592779
Interrupção operacional provocada por suspensão de energia, que atingiu o agregador e afetou 45 sites de acesso da cidade e região;1.0506052918002902;159.39777913015945
Instabilidade operacional ocasionada por queda de roteador;2.7481395625964815;125.95082805558825
Interrupção na infraestrutura devido a interrupção de roteador;0.28135633837352836;150.26209634344173
Instabilidade na infraestrutura devido a interrupção de fibra ótica, triplo rompimento na rede metropolitana no segmento anel da cidade aracaju no provedor C, Rompimento nos trecho entre os trechos ['span5', 'span2', 'span7'];2.419581016435973;308.35567073772825
Falha na transmissão devido a suspensão de fibra ótica, duplo rompimento na rede metropolitana no segmento repetidor da cidade florianopolis no provedor E, Rompimento nos trecho entre os trechos ['span3', 'span12'];0.3330407053527672;209.77425968169882
Instabilidade operacional ocasionada por queda de fibra ótica, triplo rompimento na rede metropolitana no segmento repetidor da cidade aracaju no provedor B, Rompimento nos trecho entre os trechos ['span9', 'span9', 'span9'];4.21233889999705;318.8582254864415
Falha na infraestrutura provocada por interrupção de roteador;2.8953644239297907;325.68816989365143
Interrupção operacional causada por interrupção de fibra ótica, simples rompimento na rede longa distancia no segmento abordagem da cidade belem no provedor C, Rompimento nos trecho entre os trechos ['span4'];3.727146887179018;110.03340005977839
Problema na infraestrutura ocasionada por interrupção de fibra ótica, duplo rompimento na rede longa distancia no segmento hub da cidade rio de janeeiro no provedor C, Rompimento nos trecho entre os trechos ['span9', 'span6'];2.8194098288672453;219.64870248425356
Interrupção operacional ocasionada por queda de roteador;7.445015397557643;216.993479096858
Instabilidade na infraestrutura provocada por paralisação de energia, que atingiu o abordagem e afetou 71 sites de acesso da cidade e região;0.7141412874983953;120.60142266870838
Interrupção na infraestrutura provocada por suspensão de climatização, que atingiu o repetidor e afetou 63 sites de acesso da cidade e região;2.338507469422496;301.52857055785523
Problema na transmissão devido a suspensão de fibra ótica, triplo rompimento na rede regional no segmento hub da cidade sao luis no provedor D, Rompimento nos trecho entre os trechos ['span8', 'span11', 'span4'];4.63386658911311;331.4543748821289
Interrupção na infraestrutura provocada por interrupção de roteador;1.9339226105782004;319.758530279214
Falha na infraestrutura ocasionada por queda de roteador;1.454349078156795;332.75433495229515
Instabilidade na transmissão ocasionada por paralisação de energia, que atingiu o abordagem e afetou 80 sites de acesso da cidade e região;0.19316128772120855;141.6367167407123
Instabilidade na infraestrutura provocada por interrupção de fibra ótica, duplo rompimento na rede metropolitana no segmento agregador da cidade boa vista no provedor E, Rompimento nos trecho entre os trechos ['span6', 'span5'];4.373691127332477;211.90298549085242
Falha na infraestrutura provocada por queda de energia, que atingiu o agregador e afetou 134 sites de acesso da cidade e região;2.3312738599530825;167.82819998063212
Problema na infraestrutura causada por suspensão de fibra ótica, triplo rompimento na rede longa distancia no segmento repetidor da cidade palmas no provedor C, Rompimento nos trecho entre os trechos ['span11', 'span10', 'span2'];4.288259984330251;323.0239926096321
Interrupção na transmissão devido a interrupção de equipamento;0.5831476784410176;327.29385707139227
Falha operacional ocasionada por interrupção de fibra ótica, triplo rompimento na rede longa distancia no segmento agregador da cidade cuiaba no provedor C, Rompimento nos trecho entre os trechos ['span1', 'span12', 'span4'];2.867466897588553;302.9150803829295
Falha na infraestrutura provocada por interrupção de fibra ótica, simples rompimento na rede longa distancia no segmento abordagem da cidade salvador no provedor E, Rompimento nos trecho entre os trechos ['span11'];9.456668026092634;112.3766660819749
Instabilidade na infraestrutura ocasionada por interrupção de fibra ótica, duplo rompimento na rede metropolitana no segmento repetidor da cidade sao luis no provedor B, Rompimento nos trecho entre os trechos ['span4', 'span1'];4.634269122288398;209.48420420523203
Interrupção na infraestrutura ocasionada por vandalismo de fibra ótica, simples rompimento na rede metropolitana no segmento anel da cidade brasilia no provedor C, Rompimento nos trecho entre os trechos ['span1'];2.890916221219036;108.20416934326448
Instabilidade operacional devido a queda de fibra ótica, duplo rompimento na rede metropolitana no segmento repetidor da cidade belem no provedor B, Rompimento nos trecho entre os trechos ['span10', 'span6'];4.366212221956823;206.54632732416206
Interrupção na transmissão provocada por queda de roteador;0.49562078749302096;200.9742355896005
Interrupção operacional ocasionada por vandalismo de fibra ótica, simples rompimento na rede regional no segmento abordagem da cidade vitoria no provedor B, Rompimento nos trecho entre os trechos ['span8'];4.872111760723858;99.2517894095604
Instabilidade na infraestrutura causada por suspensão de climatização, que atingiu o repetidor e afetou 54 sites de acesso da cidade e região;2.9043830674836135;245.66978089488236
Falha na transmissão causada por suspensão de climatização, que atingiu o anel e afetou 155 sites de acesso da cidade e região;3.3716619451633822;287.1626725904922
Problema na infraestrutura causada por vandalismo de fibra ótica, triplo rompimento na rede longa distancia no segmento agregador da cidade natal no provedor C, Rompimento nos trecho entre os trechos ['span12', 'span8', 'span6'];2.6208952558679366;330.6161231754318
Problema operacional causada por interrupção de climatização, que atingiu o abordagem e afetou 170 sites de acesso da cidade e região;1.4993014823693225;237.66481485681848
Interrupção na infraestrutura ocasionada por suspensão de fibra ótica, triplo rompimento na rede longa distancia no segmento repetidor da cidade sao luis no provedor B, Rompimento nos trecho entre os trechos ['span2', 'span11', 'span1'];4.7638170752380224;329.1810051944315
Problema na transmissão causada por interrupção de climatização, que atingiu o hub e afetou 115 sites de acesso da cidade e região;0.41133850821741647;224.324341184285
Falha operacional provocada por vandalismo de roteador;2.9296712636179025;231.6529848458895
Interrupção na infraestrutura provocada por suspensão de energia, que atingiu o anel e afetou 174 sites de acesso da cidade e região;3.139378775265267;147.73336086120216
Falha na infraestrutura ocasionada por suspensão de fibra ótica, triplo rompimento na rede longa distancia no segmento agregador da cidade salvador no provedor A, Rompimento nos trecho entre os trechos ['span9', 'span1', 'span4'];9.437771535172468;331.73589656416334
Instabilidade na infraestrutura devido a interrupção de fibra ótica, triplo rompimento na rede longa distancia no segmento abordagem da cidade boa vista no provedor C, Rompimento nos trecho entre os trechos ['span7', 'span2', 'span5'];3.743675376072059;314.0958446978317
Problema operacional ocasionada por vandalismo de fibra ótica, simples rompimento na rede metropolitana no segmento agregador da cidade rio de janeeiro no provedor E, Rompimento nos trecho entre os trechos ['span2'];3.4322875953719985;96.36346802657926
Instabilidade na infraestrutura devido a paralisação de fibra ótica, triplo rompimento na rede longa distancia no segmento abordagem da cidade salvador no provedor B, Rompimento nos trecho entre os trechos ['span10', 'span5', 'span4'];3.0696627990175784;324.78629775753853
Falha na infraestrutura causada por suspensão de fibra ótica, duplo rompimento na rede metropolitana no segmento anel da cidade porto velho no provedor D, Rompimento nos trecho entre os trechos ['span2', 'span3'];4.335477548331841;213.42543356173113
Instabilidade na transmissão devido a interrupção de fibra ótica, duplo rompimento na rede longa distancia no segmento agregador da cidade boa vista no provedor C, Rompimento nos trecho entre os trechos ['span9', 'span4'];1.5719604307495394;210.52448399559498
Problema operacional ocasionada por queda de energia, que atingiu o hub e afetou 160 sites de acesso da cidade e região;0.7208994524555927;119.10884118383501
Instabilidade operacional causada por suspensão de energia, que atingiu o agregador e afetou 97 sites de acesso da cidade e região;1.8235352401398752;186.8081668815091
Problema na infraestrutura provocada por vandalismo de roteador;6.629431187214527;184.19360223469295
Interrupção na infraestrutura provocada por interrupção de roteador;0.9429749154177833;142.977771849469
Problema na infraestrutura provocada por interrupção de equipamento;2.1109477033734327;142.35403931645382
Instabilidade operacional ocasionada por vandalismo de fibra ótica, triplo rompimento na rede longa distancia no segmento repetidor da cidade campo grande no provedor C, Rompimento nos trecho entre os trechos ['span4', 'span11', 'span11'];1.3550088194484897;310.53383413683093
Falha operacional ocasionada por paralisação de roteador;0.22103173617853633;312.01839240243703
Interrupção na infraestrutura ocasionada por vandalismo de fibra ótica, simples rompimento na rede longa distancia no segmento anel da cidade salvador no provedor E, Rompimento nos trecho entre os trechos ['span6'];3.9678355158463123;105.5948215868429
Instabilidade na transmissão ocasionada por paralisação de fibra ótica, simples rompimento na rede longa distancia no segmento anel da cidade macapa no provedor D, Rompimento nos trecho entre os trechos ['span11'];4.6107342270453975;112.05777328251733
Problema operacional causada por paralisação de fibra ótica, duplo rompimento na rede metropolitana no segmento hub da cidade porto alegre no provedor E, Rompimento nos trecho entre os trechos ['span4', 'span8'];4.388304737540553;189.6206583468123
Instabilidade na transmissão causada por queda de climatização, que atingiu o agregador e afetou 102 sites de acesso da cidade e região;0.5277150196277827;246.13740678277955
Interrupção operacional ocasionada por vandalismo de fibra ótica, triplo rompimento na rede metropolitana no segmento agregador da cidade cuiaba no provedor C, Rompimento nos trecho entre os trechos ['span6', 'span2', 'span4'];3.9580700038032486;327.63779786703554
Problema na infraestrutura causada por vandalismo de fibra ótica, triplo rompimento na rede longa distancia no segmento repetidor da cidade porto alegre no provedor C, Rompimento nos trecho entre os trechos ['span3', 'span9', 'span3'];6.572900073304222;324.8313978994138
Instabilidade operacional devido a paralisação de roteador;1.4091343483678749;327.75362789541555
Instabilidade na infraestrutura ocasionada por suspensão de energia, que atingiu o abordagem e afetou 50 sites de acesso da cidade e região;1.7659195549436908;118.23137642173324
Falha operacional devido a paralisação de fibra ótica, simples rompimento na rede regional no segmento repetidor da cidade belo horizonte no provedor E, Rompimento nos trecho entre os trechos ['span11'];1.7513454947436722;112.08006841147983
Interrupção na transmissão ocasionada por paralisação de fibra ótica, triplo rompimento na rede metropolitana no segmento repetidor da cidade teresina no provedor E, Rompimento nos trecho entre os trechos ['span11', 'span7', 'span3'];4.720294798243151;303.9864866871409
Falha operacional provocada por vandalismo de climatização, que atingiu o agregador e afetou 112 sites de acesso da cidade e região;9.500776442859296;220.78182189794052
Falha na transmissão ocasionada por interrupção de roteador;0.676234553699946;270.0365528038035
Instabilidade na transmissão provocada por suspensão de fibra ótica, triplo rompimento na rede longa distancia no segmento agregador da cidade rio de janeeiro no provedor E, Rompimento nos trecho entre os trechos ['span8', 'span6', 'span10'];2.0037096277129773;320.6331924087745
Falha operacional ocasionada por paralisação de equipamento;1.547310535445315;326.2851628395761
Problema operacional ocasionada por paralisação de equipamento;4.894149313021282;331.75308886649225
Problema na infraestrutura ocasionada por interrupção de roteador;3.6400099767884755;335.29619726643244
